month;Akkus & Batterien;All in One PCs;Augen-, Ohren- & Nasenmedikamente;Autobatterien;Bestecke;Betriebssysteme;Bohrer & Bits;Bridgekameras;Champagner, Sekt & Prosecco;Clogs;Duschprodukte & Badprodukte;Dünger;Eingabestifte;Einkaufstaschen;Epilierer & Ladyshaver;Fahrradanhänger;Fahrradbeleuchtung;Fahrradschlösser;Ferngläser;Fritteusen;Funktionsunterwäsche;Gartenhäuser;Gartenlampen;Gartenpumpen;Gartenschläuche;Gartenstühle;Geldbörsen;Gelenk- & Muskelpräparate;Gin;Haarfarben;Haartrockner;Hairstyler;Herren-Halbschuhe;Herren-Shirts;Herren-Stiefel;Hochstühle;Homöopathie;Kaffee & Espresso;Kaffeemaschinen-Reinigung;Kaffeepadmaschinen;Kamera-Stative;Kamerataschen;Kamine & Öfen;Kapselmaschinen;Kinderfahrräder;Kinderroller;Kompressoren;Kuscheltiere;Küchenarmaturen;Kühlboxen;Laserdrucker;Liköre;Magen-Darm-Medikamente;Matratzen;Messer;Modelleisenbahnen;Motorradreifen;Motorsensen;Multifunktionswerkzeuge;Mülleimer;Nähmaschinen;Outdoor-Navigation;PC-Gehäuse;PC-Spiele;Pflege-Geschenksets;Plattenspieler;PowerLine;Rasierklingen & Scherköpfe;Rauchmelder;Reinigungsmittel;Rennräder;Rum;Sanitärinstallation;Schlagschrauber;Schmerzmittel;Skihelme & Snowboardhelme;Sonnenpflege;Sonnenschirme;Spielzeug-Fahrzeuge;Spirituosen & Schnaps;Sportbrillen;Sportnahrung;Spülen;Steckdosen;Steuersoftware;Stichsägen;Taschenmesser;Thermoskannen;Thermostate;Trainingsanzüge;Trekkingsandalen;Trinkflaschen;USB Sticks;Umhängetaschen;VR-Brillen;Verstärker;WC;Waschtrockner;Xbox One Spiele;Zubehör für Küchengeräte
1.0;0.289071146475296;0.219983345109519;0.301067142295716;0.367850928487891;0.223690588332129;0.258341109803762;0.212962821822173;0.168887781791008;0.167352514588323;0.210599466003438;0.330440536963509;0.176057298772169;0.224209104214358;0.203225329676646;0.202889702889703;0.208275279712898;0.254181273736488;0.235422670509126;0.20318616556016;0.196006035894308;0.15561710120014;0.228805525460455;0.280474829948237;0.269358964421363;0.180614467499713;0.205672698270276;0.234411726299295;0.266667341116484;0.205487332669543;0.299075576462182;0.24277572577006;0.286788798321362;0.239571772105068;0.187034872993419;0.265588431962554;0.230045421851753;0.346955213741569;0.29576551455807;0.40812355439159;0.165354980089069;0.241884485666105;0.269680607304389;0.216901530967293;0.203378364527172;0.16536343867117;0.226546078105985;0.231709433016522;0.256438729089802;0.290543904722073;0.198870649222414;0.251024076857337;0.194833186606357;0.322125044894631;0.309421041709898;0.27672170459371;0.201955720156588;0.214217098943324;0.19989420477254;0.225357035060128;0.246930512016719;0.219532172954241;0.200945053613618;0.195290274030432;0.257688036802864;0.288621781518207;0.222366228476208;0.188589857651246;0.256228169843875;0.296791680916011;0.324509180586864;0.233353510895884;0.197483940042827;0.358051162929212;0.189349905358549;0.343880514927041;0.256792470024605;0.363056446329437;0.238975253807107;0.250615575405741;0.201178224401458;0.178289297279459;0.285224565684737;0.260815383495852;0.270595395796785;0.162466120439889;0.205456871524873;0.224444706298238;0.219009153998339;0.236783492118234;0.244137492212044;0.193880303672589;0.247716214874392;0.196226258346574;0.227608925352725;0.191202918657828;0.220795364452318;0.299998618345607;0.210699208273986;0.259678942398489;0.262461888843992
2.0;0.299698266788296;0.24;0.320036831201289;0.357107716527686;0.233208845497853;0.272037381265028;0.211044991092749;0.184686945755112;0.184253906851001;0.206897278610426;0.339113277623027;0.221043767212145;0.240992775017402;0.198558687689122;0.222712422863206;0.222638483581776;0.270343282598669;0.249970971862058;0.206133108677338;0.232994017069782;0.162860734537364;0.268838770414637;0.273697067144911;0.276507183457906;0.241038961038961;0.240406596089398;0.22787585614503;0.283068971240249;0.215508352237575;0.327455636491994;0.25579298341267;0.314507030029509;0.240967045770499;0.209446537235584;0.260325615533462;0.219441104198254;0.365522902643244;0.316045980793354;0.431188737020374;0.155536338286682;0.236987818383167;0.28308979838439;0.228108666193457;0.215186930974366;0.173505086926799;0.228450848324665;0.25233053872672;0.251164870334635;0.279501698754247;0.207706857307729;0.261209681990817;0.197771489832862;0.345321361637493;0.311390907554504;0.290425748248387;0.2217048247316;0.24149815368384;0.24069717194027;0.236985131410381;0.254016324415366;0.242819270864478;0.229214525069021;0.208067644486138;0.262470394028565;0.299142385061239;0.225774903698381;0.192595850283506;0.261223444370135;0.30802548961563;0.31312168681875;0.244247878106146;0.225046170081787;0.355990068280571;0.205244122965642;0.361391533194893;0.261446199164218;0.374529757885599;0.282535423279558;0.252385728614415;0.212521061730016;0.236046077984503;0.293276467636729;0.26403966711081;0.277261855670103;0.148567328611767;0.222592382954637;0.25051027095856;0.226227627030885;0.242632501481696;0.245693779904306;0.199693285135283;0.262219173383639;0.189883164768773;0.224297538662601;0.188703717299268;0.229935799943472;0.296961171411673;0.231055358396751;0.27751170032597;0.268266048418258
3.0;0.283080188366386;0.222391579431727;0.32917390617596;0.371935162222279;0.230858549824429;0.252628736618063;0.177180125058831;0.171035334945841;0.19052364935011;0.19963143952482;0.341181760582092;0.213053699008988;0.227099122158012;0.194587436894811;0.203536614839281;0.214222481972652;0.253492792942436;0.258852658133234;0.203150912106136;0.212246281919371;0.187274676020657;0.270530515261297;0.261013189303884;0.261823710965868;0.230836265579269;0.229499479076229;0.230339188117986;0.272153947354682;0.209078434844193;0.313885696667321;0.246970604719479;0.296354728888151;0.232252031212292;0.193010772868886;0.237211852596468;0.221586060128121;0.356232363530213;0.292371374058144;0.415166579183006;0.136967962330348;0.230791809350758;0.259459459459459;0.219029994319952;0.205340784170026;0.182858464311061;0.202563631351649;0.238344751509522;0.25206238101648;0.265790870488323;0.196269261962693;0.25189799493868;0.178017637173201;0.335284244954168;0.297335097335097;0.260043723464926;0.215260837933838;0.287719391695741;0.253536602115094;0.226656815663096;0.242790725047081;0.221672881663664;0.260692903205947;0.189821534317198;0.235335990888383;0.29282257678118;0.230410362428877;0.17461084508486;0.254458695279649;0.302390668730553;0.298260228765499;0.238241540713859;0.204154155043443;0.332230467457579;0.203729447293994;0.351760906537234;0.256378069483299;0.387211770615592;0.289821633346689;0.249834459012051;0.214140238580157;0.222718680185599;0.285180108448064;0.259087654699806;0.268931569463367;0.161863658298961;0.195727799816906;0.229384456096991;0.218138383605802;0.218588567988688;0.240168816313651;0.203426634536451;0.246758243001652;0.189799832194654;0.220978088428023;0.202646239554318;0.225657821002951;0.291616537628625;0.227977908095194;0.234584891548242;0.247311328064466
4.0;0.271817340560141;0.217560020920855;0.327943968056556;0.358934622153345;0.229490285497126;0.256649537512847;0.177572483938432;0.177409772761028;0.196861233480176;0.185136602134974;0.36053050160181;0.210988168887726;0.213425665980411;0.192836966755993;0.22169243038705;0.245959454409567;0.254129526896466;0.259321611709027;0.212192657460424;0.198089249002298;0.223600483286347;0.280378228348309;0.261990793446518;0.24521139513826;0.235266591428336;0.242915800232616;0.241430419950594;0.264554957949225;0.1980795903126;0.310023835598789;0.25263369926478;0.293626776707932;0.226736735550985;0.225272995811239;0.219199600157081;0.227630942558821;0.343666861832712;0.30296863777831;0.410826210826211;0.163728053791558;0.2308514652245;0.257458349476947;0.222827503518741;0.205542665301308;0.205162518979849;0.240369938044357;0.227187022528526;0.262001789086572;0.289879229615262;0.218328970822026;0.239494196390748;0.191411333254466;0.314065773890863;0.303845219784668;0.25507720392485;0.211386313585819;0.256756245029852;0.264054103595651;0.222106533128398;0.239197449312125;0.227957525507554;0.249778205494489;0.185648613267574;0.250354026995177;0.293220087896894;0.221980970968529;0.177387156611607;0.268208379186881;0.300868014010051;0.290810775165683;0.243493449781659;0.206890588370931;0.336456429006703;0.195190839694656;0.347610928598162;0.249850983508842;0.37777346170565;0.31577886173818;0.266441584019132;0.213793827419693;0.227049765608022;0.284989526053941;0.264491566022037;0.271934758155231;0.149246907622362;0.183178472306021;0.231577759810466;0.20571099302132;0.218739614489864;0.232438075624964;0.196562855361139;0.245166088249876;0.190484242890085;0.233331630307056;0.168551129295331;0.217811226089683;0.308942494234782;0.211443648409213;0.237939976356633;0.240694654836615
5.0;0.281482586879069;0.233174711080897;0.386669536281311;0.345146557206452;0.23390865762806;0.270964185158204;0.177426509729698;0.189897070467142;0.191140846695121;0.197543113630995;0.361365857716223;0.206644705220337;0.191526602249023;0.194211638048515;0.23988879133743;0.243435254255813;0.265347129197653;0.261128102101402;0.215692243824811;0.215950662047978;0.214075704062575;0.276817734411777;0.274309978768577;0.240572111846946;0.230685388761634;0.240704158435648;0.24430914802032;0.306624283724738;0.22421196541698;0.319330815224871;0.255908946700508;0.293562326869806;0.244609910946355;0.228402729604595;0.234501241477161;0.23182750370286;0.393687674108765;0.333773310957328;0.437630349725081;0.173555766610232;0.239854958221662;0.271872798631378;0.220069511203135;0.208513490425937;0.203824078145239;0.238609414539143;0.228084588967942;0.266966151776491;0.28131464700912;0.232222884231795;0.245622052805418;0.205346387867931;0.357401407781847;0.309807474518686;0.264586340499886;0.224300364060807;0.2585;0.286918982560279;0.219879848791429;0.234113712374582;0.244787197528746;0.280083456258555;0.189935016765081;0.239622238150929;0.313277176093061;0.230040499253961;0.192211361185515;0.26656355808218;0.298829180426298;0.296157745691011;0.258376110835127;0.226819484240688;0.337017804154303;0.199639503445068;0.374905649422284;0.22545723507262;0.390777262719816;0.313621356143299;0.265718710404055;0.217468667801331;0.246155619216965;0.279687938485716;0.265652375553952;0.285935160471324;0.151119769250517;0.200053366289358;0.236411771062205;0.217395626242545;0.230097982461783;0.23853340575774;0.197527941698652;0.248625114573786;0.193559022314136;0.228600855294091;0.188422649140546;0.225483234714004;0.292625379522259;0.228031145717464;0.26334843459267;0.259285876390045
6.0;0.299038251895637;0.229910291835421;0.427966688426008;0.357129328305525;0.23762143988115;0.277655079700403;0.156896083928733;0.207328584913756;0.191191851211859;0.174819703844896;0.369111646884273;0.207840665992272;0.210805850620099;0.220560552185735;0.243048486472006;0.24523615554275;0.260461905720613;0.258229259082327;0.221267117378551;0.221667200341552;0.156631135763692;0.267277325859594;0.271972999578118;0.258026399915831;0.261645994654972;0.256422536174871;0.250664843097029;0.347251773049645;0.22668251991092;0.324085981995223;0.237435378137824;0.264985762612865;0.209825521724256;0.200833685504629;0.210672127198265;0.242037889548714;0.370498452593079;0.312850241545894;0.422089794812758;0.193388356210095;0.252517853872917;0.261150629069256;0.223611166580135;0.203452003331502;0.213087223163545;0.241433958139789;0.240528481864687;0.27451981366856;0.273125693916905;0.238706021738011;0.263074311373966;0.213776276276276;0.405354425763616;0.318976102767545;0.252860546865784;0.221657735402603;0.278370732334598;0.31554488345582;0.216226375691762;0.224557083533315;0.258484915705413;0.305298719772404;0.180526389472211;0.219728676576707;0.309464738928337;0.217232021709634;0.204777911596053;0.281634731093215;0.283536221506146;0.305220699454554;0.270520749305369;0.219657311532874;0.344266141141141;0.199018717765458;0.411441241685144;0.201860465116279;0.414794747753974;0.330527104671496;0.278513257941256;0.220987413617556;0.255181727438201;0.284786641929499;0.265956885173779;0.267217301093289;0.158657718120805;0.192282316018474;0.224986169287916;0.219495091164095;0.219967048760823;0.223906103286385;0.189341194672688;0.266502634913057;0.189554572496377;0.235424150317767;0.203130017769595;0.222447966048129;0.305823332677553;0.223062908584289;0.264457831325301;0.258583203918289
7.0;0.300919816812854;0.218151792936101;0.429273774406518;0.348752375697382;0.219967990962154;0.264315910837817;0.145558986142026;0.194250790823378;0.194795395182355;0.170414785929863;0.366947803655391;0.194573340042116;0.208476152517603;0.210175438596491;0.213119540930327;0.222404836924125;0.254358609430922;0.256563851381167;0.211517638723649;0.206255160724892;0.149249640238471;0.263499466511203;0.272666448389255;0.243195716853897;0.228497721830418;0.233097103361315;0.241391611280087;0.34791470037069;0.218816219230463;0.312813650050184;0.248941096741402;0.22437498541049;0.205211444935443;0.174962744657292;0.223160287372651;0.239092122830441;0.41130057191273;0.306605707725111;0.424173159484815;0.167803572424304;0.237011533295249;0.261641015586707;0.227342857142857;0.212312103571118;0.192748596226532;0.2380174291939;0.230677485226883;0.269887886627975;0.279403383648413;0.22655941538235;0.266445997870469;0.212968285512507;0.410133181784488;0.304501146788991;0.255698341586104;0.221914627612074;0.224883104630028;0.292533446462932;0.21513286032276;0.235083467472102;0.251855902084078;0.284886581705457;0.194680582442555;0.239943987397164;0.324365183078382;0.215760581826288;0.182464716549712;0.269878285285964;0.288930184418517;0.3048231263713;0.235201219844252;0.200988262157052;0.334845063122432;0.182187136105213;0.418702871976596;0.191516436903499;0.41980574401135;0.303658186882963;0.273242297105903;0.203843228166769;0.250490810928723;0.28460890307727;0.265207837943593;0.257218093354007;0.157522785241987;0.192575710374002;0.231752474542477;0.199747719774888;0.228140049459846;0.215699240359337;0.184296525007394;0.251741896395032;0.176672901707597;0.236869132777167;0.195731663599646;0.217168911281825;0.304821023829457;0.201804082288653;0.253746433305624;0.238044587231641
8.0;0.313878273837263;0.227687060456974;0.418706021545551;0.321780228436392;0.224969959500957;0.295435333896872;0.171728363972131;0.202253910703272;0.18629981618366;0.179441762134674;0.376307661651888;0.189922558181418;0.242269976070943;0.192858700052945;0.231466004425554;0.234114474910288;0.262545989698308;0.270837829671516;0.223473745917427;0.209154916563488;0.164917061776115;0.269023083481574;0.270268055877975;0.249456841397688;0.235273095479183;0.250189396456625;0.244040842464779;0.332644683896406;0.223950142699051;0.305615590997168;0.220197023859007;0.241056515115361;0.210548870177552;0.184784292463791;0.206194609963401;0.238844023226323;0.436378778363324;0.31883001134338;0.421670546680581;0.184136689951431;0.250500757903855;0.26790552065983;0.247239241295814;0.231388329979879;0.211376121271122;0.23561276215088;0.231838457862036;0.278616088195656;0.265342256586856;0.20489756831629;0.271775525693111;0.203463354906419;0.396408737504628;0.319057069298434;0.263088586639577;0.219804951237809;0.224029692778334;0.275031077787457;0.216126127851957;0.239971147067985;0.242202030999466;0.247344286802651;0.199697332744814;0.251958491669103;0.307289059048741;0.219356100832821;0.190949761199444;0.303116925952394;0.31151380110045;0.30618478467084;0.234545644562889;0.215099658540459;0.338189674274319;0.187979867758808;0.41525519634841;0.209432933478735;0.417188470914392;0.283046290240535;0.265858339965357;0.203043002915452;0.250938391471898;0.294433927538518;0.265519282814614;0.279473981102806;0.123063651025843;0.194655719928743;0.260501736026212;0.220290642401195;0.228675336125193;0.216377707121003;0.189291368804875;0.25988931292335;0.193581013704094;0.238042307825906;0.189060700370035;0.208059531843853;0.320856689002903;0.219574886976812;0.264541652071786;0.260710966542751
9.0;0.30424366298648;0.229810520555442;0.397385783127546;0.342564987064186;0.227515972664878;0.269065895723258;0.182993812139331;0.206210406065012;0.193638301360879;0.178842753290982;0.375688111083724;0.21085626911315;0.246415863988924;0.18078851057187;0.22019571101395;0.214987374087743;0.257301642040481;0.250742446840806;0.211930667066857;0.216504349866738;0.203030303030303;0.26370235505533;0.266674553724006;0.247257197555408;0.222913354988827;0.209319257371678;0.238676288052511;0.313478180813846;0.22588592003032;0.295878693623639;0.231511591314382;0.208057983372415;0.219239277043431;0.189839572192513;0.20985998046239;0.243801652892562;0.439319142213973;0.303936782782701;0.404404306780058;0.185133887349954;0.273896429793544;0.255099538533562;0.269881897312014;0.220966450120139;0.20964243756966;0.22984721600716;0.247046605218746;0.275995479047122;0.266595258084127;0.175437852508375;0.290306093474928;0.210046547711404;0.384827265382073;0.306636276900244;0.256539563908138;0.221455938697318;0.264520339351751;0.260168346995823;0.221313912009512;0.244872652515133;0.231864103710326;0.225062866722548;0.206032673764435;0.246630040366652;0.297322937357327;0.219129830828;0.20547508644454;0.297945791726106;0.312552485304115;0.306283633089845;0.235235863070676;0.223996064752705;0.330523467582475;0.196071569850592;0.381170918414745;0.204069872141185;0.384704455227172;0.243382077240345;0.266691273856308;0.215565577766943;0.24241412948606;0.281061199166876;0.270699961843388;0.277264717399817;0.120669354550969;0.194427810048506;0.231471811958161;0.220016044925792;0.275830833480384;0.210964037310616;0.177379249642425;0.251298406799994;0.19937098126922;0.232831969031009;0.203115958157133;0.186833411274872;0.311910987873151;0.23749073533818;0.28766485647789;0.260274852298998
10.0;0.297911991285746;0.228831042918503;0.403985069915136;0.386051430140218;0.24062396739729;0.243085028537977;0.165888091822095;0.199394532583707;0.196661245062468;0.191094875417858;0.364079372404245;0.210269817498794;0.249728264188273;0.189666177865954;0.213898412235271;0.222446247945646;0.263201155723822;0.245592978771285;0.222975323934253;0.237006152849741;0.187304862487443;0.27598308149692;0.280147516217897;0.254236490303144;0.199856706512312;0.195481043359857;0.240313807531381;0.303405812321059;0.253573960978064;0.296379552972568;0.273128785090508;0.215455404317856;0.221409821886534;0.182006469479416;0.22310070483457;0.239140120294052;0.433307236588415;0.291399504979439;0.43178254913934;0.194314588202942;0.242969260954872;0.244635469141889;0.279518375105051;0.222821670428894;0.205140631761142;0.239387245485978;0.268771786577898;0.272019860338845;0.27610227287805;0.158901351740006;0.278823251331842;0.221893695749905;0.386392666191913;0.301809683305422;0.2642159297897;0.232211138113285;0.24329078710522;0.260678954254367;0.221999315728904;0.24396363467406;0.252480316943377;0.223500997584795;0.217253884705468;0.253646464114581;0.309472934472934;0.23765705184923;0.208521128890771;0.313317152320545;0.320003556187767;0.320482993328078;0.24313343772483;0.250358120727484;0.338462111616124;0.20893143618081;0.380367982149273;0.195533977051625;0.390334700630795;0.222401494565217;0.267601019812275;0.22469320066335;0.24764046475178;0.276239990782879;0.255567962155867;0.286607805000909;0.105282976239786;0.205599418626135;0.241901248664237;0.22031647421613;0.286977343893903;0.209126310777983;0.173088464770136;0.257361461072998;0.198175651650666;0.227324220225059;0.212542150022268;0.189020402405714;0.316577944032803;0.244915335704574;0.276625443175791;0.261407579273009
