"","category","month","year","pageimpressions","CR"
"1","Hairstyler",8,2019,54481,0.241056515115361
"2","Hairstyler",1,2019,61955,0.286788798321362
"3","Hairstyler",5,2019,45125,0.293562326869806
"4","Hairstyler",6,2019,41089,0.264985762612865
"5","Hairstyler",11,2019,151477,0.200624517253444
"6","Hairstyler",7,2019,42839,0.22437498541049
"7","Hairstyler",9,2019,56292,0.208057983372415
"8","Hairstyler",4,2019,43620,0.293626776707932
"9","Hairstyler",3,2019,48172,0.296354728888151
"10","Hairstyler",10,2019,57158,0.215455404317856
"11","Hairstyler",12,2019,152444,0.233810448426963
"12","Hairstyler",2,2019,46088,0.314507030029509
