"","category","month","year","pageimpressions","CR"
"1","Rum",6,2019,43363,0.219657311532874
"2","Rum",5,2019,52350,0.226819484240688
"3","Rum",10,2019,55149,0.250358120727484
"4","Rum",12,2019,95706,0.250935155580632
"5","Rum",8,2019,50372,0.215099658540459
"6","Rum",4,2019,52042,0.206890588370931
"7","Rum",3,2019,56281,0.204154155043443
"8","Rum",2,2019,45484,0.225046170081787
"9","Rum",11,2019,98316,0.223625859473534
"10","Rum",1,2019,56040,0.197483940042827
"11","Rum",9,2019,44724,0.223996064752705
"12","Rum",7,2019,56058,0.200988262157052
