"","category","month","year","pageimpressions","CR"
"1","Gin",11,2019,68530,0.231139646869984
"2","Gin",1,2019,45195,0.205487332669543
"3","Gin",4,2019,46865,0.1980795903126
"4","Gin",5,2019,51933,0.22421196541698
"5","Gin",8,2019,51507,0.223950142699051
"6","Gin",10,2019,43719,0.253573960978064
"7","Gin",3,2019,45184,0.209078434844193
"8","Gin",6,2019,52986,0.22668251991092
"9","Gin",2,2019,38792,0.215508352237575
"10","Gin",9,2019,42216,0.22588592003032
"11","Gin",7,2019,62765,0.218816219230463
"12","Gin",12,2019,78719,0.231379971798422
